title,url,source,rejected_at,reason
"Les startups françaises ont levé 66,5 millions d'euros cette semaine",https://www.maddyness.com/2026/05/15/les-startups-francaises-ont-leve-665-millions-deuros-cette-semaine/,Maddyness,2026-05-16T17:35:06.005293,Not a tech/startup event
Éric Larchevêque met déjà fin à l’activité de trésorerie bitcoin de The Bitcoin Society,https://www.maddyness.com/2026/05/14/eric-larcheveque-met-deja-fin-a-lactivite-de-tresorerie-bitcoin-de-the-bitcoin-society/,Maddyness,2026-05-16T17:35:09.460436,Not a tech/startup event
"Dans les fusions-acquisitions, les RH sont devenues le vrai facteur de risque.",https://www.maddyness.com/2026/05/13/dans-les-fusions-acquisitions-les-rh-sont-devenues-le-vrai-facteur-de-risque/,Maddyness,2026-05-16T17:35:14.111817,Not a tech/startup event
"Fakto lève 3,6 millions pour traquer les millions perdus dans les factures fournisseurs",https://www.maddyness.com/2026/05/13/fakto-leve-36-millions-pour-traquer-les-millions-perdus-dans-les-factures-fournisseurs/,Maddyness,2026-05-16T17:35:17.083558,Not a tech/startup event
Tribune Debunk #2 : « Les agents IA vont orchestrer le SI sans friction »,https://www.maddyness.com/2026/05/12/les-agents-ia-vont-orchestrer-le-si-sans-friction/,Maddyness,2026-05-16T17:35:20.537187,Not a tech/startup event
Le patron de Voodoo prend officiellement le contrôle de Konbini et du Gorafi,https://www.maddyness.com/2026/05/12/le-patron-de-voodoo-prend-officiellement-le-controle-de-konbini-et-du-gorafi/,Maddyness,2026-05-16T17:35:23.591337,Not a tech/startup event
“On détruit la boîte qu’on rachète” : Superprof s'offre son rival italien,https://www.maddyness.com/2026/05/12/on-detruit-la-boite-quon-rachete-superprof-soffre-son-rival-italien/,Maddyness,2026-05-16T17:35:26.788917,Not a tech/startup event
"Harvey, la licorne américaine de l'IA juridique ouvre un bureau à Paris",https://www.maddyness.com/2026/05/12/harvey-la-licorne-americaine-de-lia-juridique-ouvre-un-bureau-a-paris/,Maddyness,2026-05-16T17:35:29.619994,Not a tech/startup event
5e édition des Trophées de l’innovation LBP AM : qui seront les licornes françaises de demain ?,https://www.maddyness.com/2026/05/12/5e-edition-des-trophees-de-linnovation-lbp-am-qui-seront-les-licornes-francaises-de-demain/,Maddyness,2026-05-16T17:35:33.028777,Not a tech/startup event
Transformer un projet d'école en startup de la watertech,https://www.maddyness.com/2026/05/12/transformer-un-projet-decole-en-startup-de-la-watertech/,Maddyness,2026-05-16T17:35:37.330428,Not a tech/startup event
"À Lyon, Odoo accélère ses recrutements pour structurer son expansion française",https://www.frenchweb.fr/a-lyon-odoo-accelere-ses-recrutements-pour-structurer-son-expansion-francaise/461793,FrenchWeb,2026-05-16T17:36:38.888746,Not a tech/startup event
Ce que le conflit entre APPLE et OPEN AI révèle de la doctrine historique d’Apple,https://www.frenchweb.fr/ce-que-le-conflit-entre-apple-et-openai-revele-de-la-doctrine-historique-dapple/461779,FrenchWeb,2026-05-16T17:36:41.836483,Not a tech/startup event
FRACTILE lève 187 millions d’euros pour développer les puces destinées aux futurs agents IA,https://www.frenchweb.fr/fractile-leve-187-millions-deuros-pour-developper-les-puces-destinees-aux-futurs-agents-ia/461776,FrenchWeb,2026-05-16T17:36:44.811003,Not a tech/startup event
iPhone 16 reconditionné chez Certideal : faut-il sauter le pas ?,https://www.frenchweb.fr/iphone-16-reconditionne-chez-certideal-faut-il-sauter-le-pas/461761,FrenchWeb,2026-05-16T17:36:48.238685,Not a tech/startup event
Une PME française face à Elon Musk : pourquoi le jugement Agorapulse pourrait redéfinir les règles pour toute l’économie des plateformes,https://www.frenchweb.fr/une-pme-francaise-face-a-elon-musk-pourquoi-le-jugement-agorapulse-pourrait-redefinir-les-regles-pour-toute-leconomie-des-plateformes/461736,FrenchWeb,2026-05-16T17:36:51.375479,Not a tech/startup event
"MANTLE8 accélère sur l’hydrogène naturel, nouvel enjeu de souveraineté énergétique européenne",https://www.frenchweb.fr/mantle8-accelere-sur-lhydrogene-naturel-nouvel-enjeu-de-souverainete-energetique-europeenne/461755,FrenchWeb,2026-05-16T17:36:54.837497,Not a tech/startup event
Signature mail : le canal que vos concurrents n’ont pas encore activé,https://www.frenchweb.fr/signature-mail-le-canal-que-vos-concurrents-nont-pas-encore-active/461747,FrenchWeb,2026-05-16T17:36:58.104469,Not a tech/startup event
"Il avait contourné les garde-fous de ChatGPT : Denis Shilov lève 9,35 millions d’euros pour WHITE CIRCLE",https://www.frenchweb.fr/il-avait-contourne-les-garde-fous-de-chatgpt-denis-shilov-leve-935-millions-deuros/461740,FrenchWeb,2026-05-16T17:37:01.505935,Not a tech/startup event
"La valorisation de N8N double à 4,42 milliards d’euros alors que SAP accélère sur les workflows de l’IA d’entreprise",https://www.frenchweb.fr/la-valorisation-de-n8n-double-a-442-milliards-deuros-alors-que-sap-accelere-sur-les-workflows-de-lia-dentreprise/461738,FrenchWeb,2026-05-16T17:37:04.462473,Not a tech/startup event
"L’industrie devient software, mais qui maintient le hardware qui fait tourner le logiciel ?",https://www.frenchweb.fr/lindustrie-devient-software-mais-qui-maintient-le-hardware-qui-fait-tourner-le-logiciel/461723,FrenchWeb,2026-05-16T17:37:07.351942,Not a tech/startup event
"Alexandre Yazdi, le fondateur de VOODOO, prend le contrôle de DC COMPANY (Konbini, Le Gorafi) et accélère ses ambitions dans les médias numériques",https://www.frenchweb.fr/voodoo-prend-le-controle-de-dc-company-konbini-le-gorafi-et-accelere-ses-ambitions-dans-les-medias-numeriques/461720,FrenchWeb,2026-05-16T17:37:10.279553,Not a tech/startup event
Sêmeia lève 21 millions d’euros pour accélérer dans la télésurveillance médicale et l’IA,https://www.frenchweb.fr/semeia-leve-21-millions-deuros-pour-accelerer-dans-la-telesurveillance-medicale-et-lia/461716,FrenchWeb,2026-05-16T17:37:13.238961,Not a tech/startup event
"Carlos Diaz : « Le futur des médias sera incarné, distribué par YouTube et augmenté par l’IA »",https://www.frenchweb.fr/carlos-diaz-le-futur-des-medias-sera-incarne-distribue-par-youtube-et-augmente-par-lia/461712,FrenchWeb,2026-05-16T17:37:17.342825,Not a tech/startup event
"OpenAI abat quelques cartes à Bruxelles, Anthropic garde son jeu fermé",https://www.frenchweb.fr/openai-abat-quelques-cartes-a-bruxelles-anthropic-garde-son-jeu-ferme/461709,FrenchWeb,2026-05-16T17:37:20.224942,Not a tech/startup event
LOVABLE recrute son premier Strategic Operations lead,https://www.frenchweb.fr/lovable-recrute-son-premier-strategic-operations-lead/461707,FrenchWeb,2026-05-16T17:37:23.109147,Not a tech/startup event
LOVABLE recrute des Design Engineers pour construire les expériences qui racontent l’avenir de l’IA,https://www.frenchweb.fr/lovable-recrute-des-design-engineers-pour-construire-les-experiences-qui-racontent-lavenir-de-lia/461705,FrenchWeb,2026-05-16T17:37:25.952064,Not a tech/startup event
LOVABLE recrute un(e) Chief of Staff auprès de son fondateur-CEO.,https://www.frenchweb.fr/lovable-recrute-une-chief-of-staff-aupres-de-son-fondateur-ceo/461664,FrenchWeb,2026-05-16T17:37:29.305298,Not a tech/startup event
“Legal AI is dead” : pourquoi LEGORA veut transformer les cabinets d’avocats en organisations pilotées par des agents IA,https://www.frenchweb.fr/legal-ai-is-dead-pourquoi-legora-veut-transformer-les-cabinets-davocats-en-organisations-pilotees-par-des-agents-ia/461661,FrenchWeb,2026-05-16T17:37:32.857396,Not a tech/startup event
BOUYGUES investit dans l’australien PROCURE PRO via ISAI pour accélérer sa transformation numérique dans la construction,https://www.frenchweb.fr/bouygues-investit-dans-laustralien-procure-pro-via-isai-pour-accelerer-sa-transformation-numerique-dans-la-construction/461695,FrenchWeb,2026-05-16T17:37:37.239047,Not a tech/startup event
Les événements à ne pas rater pour comprendre la montée en puissance de la robotique en 2026,https://www.frenchweb.fr/les-evenements-a-ne-pas-rater-pour-comprendre-la-montee-en-puissance-de-la-robotique-en-2026/461691,FrenchWeb,2026-05-16T17:37:40.419382,Not a tech/startup event
LIPSTIP développe une IA pensée pour les cabinets de propriété intellectuelle,https://www.frenchweb.fr/lipstip-developpe-une-ia-pensee-pour-les-cabinets-de-propriete-intellectuelle/461638,FrenchWeb,2026-05-16T17:38:25.060199,Not a tech/startup event
GENESIS AI veut apprendre aux robots les gestes humains à grande échelle,https://www.frenchweb.fr/genesis-ai-veut-apprendre-aux-robots-les-gestes-humains-a-grande-echelle/461635,FrenchWeb,2026-05-16T17:38:28.131444,Not a tech/startup event
"Colossus aujourd’hui, orbital compute demain : la vision long terme d’ELON MUSK",https://www.frenchweb.fr/colossus-aujourdhui-orbital-compute-demain-la-vision-long-terme-delon-musk/461633,FrenchWeb,2026-05-16T17:38:31.408440,Not a tech/startup event
NELSON lève 3 millions d’euros pour structurer l’électrification des flottes automobiles par la donnée,https://www.frenchweb.fr/nelson-leve-3-millions-deuros-pour-structurer-lelectrification-des-flottes-automobiles-par-la-donnee/461532,FrenchWeb,2026-05-16T17:38:34.483756,Not a tech/startup event
"MOONLIGHT AI lève 2,8 millions d’euros pour accélérer le diagnostic du cancer par IA",https://www.frenchweb.fr/moonlight-ai-leve-28-millions-deuros-pour-accelerer-le-diagnostic-du-cancer-par-ia/461628,FrenchWeb,2026-05-16T17:38:37.543176,Not a tech/startup event
"DAVIS lève 4,7 millions d’euros pour automatiser l’amont du développement immobilier",https://www.frenchweb.fr/davis-leve-47-millions-deuros-pour-automatiser-lamont-du-developpement-immobilier/461623,FrenchWeb,2026-05-16T17:38:40.522011,Not a tech/startup event
Letsignit nomme Amandine Fernandez au poste de Directrice Marketing,https://www.frenchweb.fr/letsignit-nomme-amandine-fernandez-au-poste-de-directrice-marketing/461484,FrenchWeb,2026-05-16T17:38:43.400381,Not a tech/startup event
Comment DOCTOLIB tente de s’imposer dans l’un des marchés les plus verrouillés d’Europe,https://www.frenchweb.fr/comment-doctolib-tente-de-simposer-dans-lun-des-marches-les-plus-verrouilles-deurope/461621,FrenchWeb,2026-05-16T17:38:46.649192,Not a tech/startup event
"Pourquoi Jamie Foxx, Eva Longoria et Matthew McConaughey investissent dans ELEVEN LABS",https://www.frenchweb.fr/pourquoi-jamie-foxx-eva-longoria-et-matthew-mcconaughey-investissent-dans-eleven-labs/461617,FrenchWeb,2026-05-16T17:38:49.631299,Not a tech/startup event
SAP tente de reprendre la main sur les données d’entreprise avec DREMIO et PRIOR LABS,https://www.frenchweb.fr/sap-tente-de-reprendre-la-main-sur-les-donnees-dentreprise-avec-dremio-et-prior-labs/461612,FrenchWeb,2026-05-16T17:38:52.855718,Not a tech/startup event
CFE à Paris : pourquoi choisir la capitale peut réduire votre cotisation,https://www.frenchweb.fr/cfe-a-paris-pourquoi-choisir-la-capitale-peut-reduire-votre-cotisation/461590,FrenchWeb,2026-05-16T17:38:56.173529,Not a tech/startup event
"Trois personnalités à suivre, au cœur des couches invisibles de la tech: Mariam Hakobyan, Sebastian Klaus, Ruben Bryon",https://www.frenchweb.fr/trois-personnalites-a-suivre-au-coeur-des-couches-invisibles-de-la-tech-mariam-hakobyan-sebastian-klaus-ruben-bryon/461584,FrenchWeb,2026-05-16T17:38:59.652489,Not a tech/startup event
"Sebastian KLAUS, de l’armée allemande à la logistique orbitale",https://www.frenchweb.fr/sebastian-klaus-de-larmee-allemande-a-la-logistique-orbitale/461581,FrenchWeb,2026-05-16T17:39:03.230249,Not a tech/startup event
"Ruben BRYON, construire une alternative européenne au cloud américain",https://www.frenchweb.fr/ruben-bryon-construire-une-alternative-europeenne-au-cloud-americain/461579,FrenchWeb,2026-05-16T17:39:08.477846,Not a tech/startup event
"Mariam HAKOBYAN, du code au no-code, une autre idée du logiciel",https://www.frenchweb.fr/mariam-hakobyan-du-code-au-no-code-une-autre-idee-du-logiciel/461561,FrenchWeb,2026-05-16T17:39:11.352437,Not a tech/startup event
L’évolution du SEO face aux moteurs de recherche génératifs,https://www.frenchweb.fr/levolution-du-seo-face-aux-moteurs-de-recherche-generatifs/461571,FrenchWeb,2026-05-16T17:39:14.559564,Not a tech/startup event
QUANTUM MACHINES s’ancre dans l’écosystème européen en faisant l’acquisition de QHarbor,https://www.frenchweb.fr/quantum-machines-sancre-dans-lecosysteme-europeen-en-faisant-lacquisition-de-qharbor/461567,FrenchWeb,2026-05-16T17:39:17.859128,Not a tech/startup event
L’IA sort du cloud et part à la conquête du sous-sol : LITHOSQUARE lève 22 millions d’euros en seed,https://www.frenchweb.fr/lia-sort-du-cloud-et-part-a-la-conquete-du-sous-sol-lithosquare-leve-22-millions-deuros-en-seed/461562,FrenchWeb,2026-05-16T17:39:20.767578,Not a tech/startup event
"GAMESTOP lance une offre non amicale de 55,5 milliards de dollars sur EBAY pour se repositionner dans le recommerce",https://www.frenchweb.fr/gamestop-lance-une-offre-non-amicale-de-555-milliards-de-dollars-sur-ebay-pour-se-repositionner-dans-le-recommerce/461557,FrenchWeb,2026-05-16T17:39:23.782603,Not a tech/startup event
Les événements à ne pas rater pour comprendre la montée en puissance du quantique en 2026,https://www.frenchweb.fr/les-evenements-a-ne-pas-rater-pour-comprendre-la-montee-en-puissance-du-quantique-en-2026/461511,FrenchWeb,2026-05-16T17:39:26.805039,Not a tech/startup event
"AMADEUS construit le “système d’exploitation du voyage”, et s’offre le français IDEMIA PUBLIC SECURITY pour 1,2 milliard d’euros",https://www.frenchweb.fr/amadeus-construit-le-systeme-dexploitation-du-voyage-et-soffre-le-francais-idemia-public-security-pour-12-milliard-deuros/461550,FrenchWeb,2026-05-16T17:40:05.188036,Not a tech/startup event
Ordinal s’implante en France avec un principe que ses fondateurs ont d’abord appliqué à eux-mêmes : comprendre avant d’automatiser,https://www.frenchweb.fr/ordinal-simplante-en-france-avec-un-principe-que-ses-fondateurs-ont-dabord-applique-a-eux-memes-comprendre-avant-dautomatiser/461122,FrenchWeb,2026-05-16T17:40:08.545911,Not a tech/startup event
"CLEO LABS lève 1,5 million d’euros pour intégrer la conformité au cœur du développement produit",https://www.frenchweb.fr/cleo-labs-leve-15-million-deuros-pour-faire-de-la-conformite-produit-une-infrastructure-strategique/461496,FrenchWeb,2026-05-16T17:40:11.438573,Not a tech/startup event
Le VPS piloté par l’IA : De la gestion technique au pilotage de l’infrastructure,https://www.frenchweb.fr/le-vps-pilote-par-lia-de-la-gestion-technique-au-pilotage-de-linfrastructure/460110,FrenchWeb,2026-05-16T17:40:14.669265,Not a tech/startup event
"Claude, l’IA d’ANTHROPIC, entend redessiner l’architecture de la création en s’intégrant aux outils d’Adobe, Ableton et Autodesk",https://www.frenchweb.fr/claude-lia-danthropic-entend-redessiner-larchitecture-de-la-creation-en-sintegrant-aux-outils-dadobe-ableton-et-autodesk/461492,FrenchWeb,2026-05-16T17:40:21.083144,Not a tech/startup event
Pourquoi intégrer une régie Web Push Ads à votre plan média (et comment l’activer),https://www.frenchweb.fr/pourquoi-integrer-une-regie-web-push-ads-a-votre-plan-media-et-comment-lactiver/460743,FrenchWeb,2026-05-16T17:40:24.359710,Not a tech/startup event
"Dans le chaos du Golfe, KPLER s’impose comme le radar du commerce mondial",https://www.frenchweb.fr/dans-le-chaos-du-golfe-kpler-simpose-comme-le-radar-du-commerce-mondial/461488,FrenchWeb,2026-05-16T17:40:27.548376,Not a tech/startup event
"Reinforcement learning vs LLM, INEFFABLE INTELLIGENCE lève 937 millions d’euros",https://www.frenchweb.fr/reinforcement-learning-vs-llm-ineffable-intelligence-leve-937-millions-deuros/461481,FrenchWeb,2026-05-16T17:40:31.010820,Not a tech/startup event
La Chine bloque le rachat de MANUS par META / CYERA rachète RYFT pour sécuriser l’IA / AUDION lève 13 millions d’euros,https://www.frenchweb.fr/la-chine-bloque-le-rachat-de-manus-par-meta-cyera-rachete-ryft-pour-securiser-lia-audion-leve-13-millions-deuros/461462,FrenchWeb,2026-05-16T17:40:34.011227,Not a tech/startup event
Cyera rachète Ryft pour accélérer sur la sécurisation des données à l’ère des agents IA,https://www.frenchweb.fr/cyera-rachete-ryft-pour-accelerer-sur-la-securisation-des-donnees-a-lere-des-agents-ia/461538,FrenchWeb,2026-05-16T17:40:37.380697,Not a tech/startup event
La Chine bloque le rachat de Manus par Meta pour contenir les transferts d’IA,https://www.frenchweb.fr/la-chine-bloque-le-rachat-de-manus-par-meta-pour-contenir-les-transferts-dia/461536,FrenchWeb,2026-05-16T17:40:40.329380,Not a tech/startup event
Mountassir Bouhadba (GIGAFIT) : comment la technologie redéfinit les standards du fitness premium,https://www.frenchweb.fr/fitness-premium-la-technologie-comme-nouveau-socle-de-transformation-du-secteur/461281,FrenchWeb,2026-05-16T17:40:43.304410,Not a tech/startup event
SEREACT lève 93 millions d’euros pour se positionner au cœur de l’IA appliquée au monde réel,https://www.frenchweb.fr/sereact-leve-93-millions-deuros-pour-se-positionner-au-coeur-de-lia-appliquee-au-monde-reel/461473,FrenchWeb,2026-05-16T17:40:46.900674,Not a tech/startup event
"SQUAREMIND lève 15,3 millions d’euros pour déployer Swan, sa plateforme d’imagerie dermatologique robotisée",https://www.frenchweb.fr/squaremind-leve-153-millions-deuros-pour-deployer-swan-sa-plateforme-dimagerie-dermatologique-robotisee/461470,FrenchWeb,2026-05-16T17:40:49.858467,Not a tech/startup event
Le canadien COHERE ouvre une porte en Europe avec l’acquisition d’ALEPH ALPHA,https://www.frenchweb.fr/le-canadien-cohere-ouvre-une-porte-en-europe-avec-lacquisition-daleph-alpha/461465,FrenchWeb,2026-05-16T17:40:53.032999,Not a tech/startup event
"Jean Marc Jancovici (The Shift Project): pourquoi l’électricité sera le nouveau pétrole, et le nouveau point de tension",https://www.frenchweb.fr/jean-marc-jancovici-the-shift-project-pourquoi-lelectricite-sera-le-nouveau-petrole-et-le-nouveau-point-de-tension/461448,FrenchWeb,2026-05-16T17:40:56.406720,Not a tech/startup event
LYFT rachète les restes du ride-hailing européen : un concurrent sérieux face à Uber et Bolt ?,https://www.frenchweb.fr/lyft-rachete-les-restes-du-ride-hailing-europeen-un-concurrent-serieux-face-a-uber-et-bolt/461444,FrenchWeb,2026-05-16T17:40:59.485596,Not a tech/startup event
Health Data Hub : la France acte (enfin) son virage vers un cloud souverain / UNIVITY mise 27 millions d’euros sur une infrastructure spatiale 5G / De Mistral à xAI : Devendra Chaplot change de camp,https://www.frenchweb.fr/health-data-hub-la-france-acte-enfin-son-virage-vers-un-cloud-souverain-univity-mise-27-millions-deuros-sur-une-infrastructure-spatiale-5g-de-mistral-a-xai-devendra-chaplot-change-d/461422,FrenchWeb,2026-05-16T17:41:02.863758,Not a tech/startup event
"CuspAI, ou la promesse d’une science accélérée par l’intelligence artificielle",https://www.frenchweb.fr/cuspai-ou-la-promesse-dune-science-acceleree-par-lintelligence-artificielle/461424,FrenchWeb,2026-05-16T17:41:06.242629,Not a tech/startup event
"Chez UBER, l’IA fait exploser les budgets / Chez META, les salariés entraînent les machines / OpenAI muscle son jeu en Europe avec un Français à sa tête",https://www.frenchweb.fr/chez-uber-lia-fait-exploser-les-budgets-chez-meta-les-salaries-entrainent-les-machines-openai-muscle-son-jeu-en-europe-avec-un-francais-a-sa-tete/461400,FrenchWeb,2026-05-16T17:41:09.623286,Not a tech/startup event
"25,7 millions d’euros pour ATMOS SPACE CARGO : l’Europe face à son angle mort stratégique, le retour orbital",https://www.frenchweb.fr/257-millions-deuros-pour-atmos-space-cargo-leurope-face-a-son-angle-mort-strategique-le-retour-orbital/461396,FrenchWeb,2026-05-16T17:41:13.514244,Not a tech/startup event
Chunking : le jour où je me suis trompée sur les contenus GEO-friendly,https://www.frenchweb.fr/chunking-le-jour-ou-je-me-suis-trompee-sur-les-contenus-geo-friendly/461371,FrenchWeb,2026-05-16T17:41:16.793313,Not a tech/startup event
Wrike + Klaxoon : La plateforme qui réconcilie performance humaine et puissance de l’IA,https://www.frenchweb.fr/wrike-klaxoon-la-plateforme-qui-reconcilie-performance-humaine-et-puissance-de-lia/461379,FrenchWeb,2026-05-16T17:41:20.071688,Not a tech/startup event
"SpaceX mise 60 milliards sur CURSOR, Elon Musk contourne la guerre des modèles",https://www.frenchweb.fr/spacex-mise-60-milliards-sur-cursor-elon-musk-contourne-la-guerre-des-modeles/461383,FrenchWeb,2026-05-16T17:41:23.345031,Not a tech/startup event
"REVOLUT fait chauffer sa valorisation / Sortie de route pour les bus de BLABLACAR / Chez DOCTOLIB, l’equity paie réellement",https://www.frenchweb.fr/revolut-fait-chauffer-sa-valorisation-sortie-de-route-pour-les-bus-de-blablacar-chez-doctolib-lequity-paie-reellement/461370,FrenchWeb,2026-05-16T17:41:26.278198,Not a tech/startup event
Streaming : l’IA fait exploser l’offre et dilue d’autant les revenus des artistes,https://www.frenchweb.fr/streaming-lia-fait-exploser-loffre-et-dilue-dautant-les-revenus-des-musiciens/461367,FrenchWeb,2026-05-16T17:41:29.284447,Not a tech/startup event
IA : Comment Deel devient un acteur clé du futur du travail ?,https://www.frenchweb.fr/ia-pourquoi-2025-marque-un-tournant-et-comment-deel-devient-un-acteur-cle-du-futur-du-travail/459032,FrenchWeb,2026-05-16T17:41:33.072736,Not a tech/startup event
Ukraine : une guerre cognitive à grande échelle contre les démocraties,https://www.frenchweb.fr/ukraine-une-guerre-cognitive-a-grande-echelle-contre-les-democraties/461362,FrenchWeb,2026-05-16T17:41:36.453449,Not a tech/startup event
The Technological Republic : le monde selon KARP,https://www.frenchweb.fr/the-technological-republic-le-monde-selon-karp/461343,FrenchWeb,2026-05-16T17:41:39.729702,Not a tech/startup event
